,x,y
67,0xa05d6eed4ed784f18225dfc5cb193ca4d9123f8f,0xe00b54e1561f6a0391036398c0136aa334f7915e
68,0x51996f3aa6ac85fe17e63ee4dc79b929bab01e31,0x9c3ac7196e55d7b8899f2a6fd89bce71902e85a2
69,0x95c98df62f35f2a803381b3bbd851104e2766dd8,0xe8637a39a176126befc9c3b25d7d308d63927c58
70,0xdd59e39b5f783edaea36edd176fbd730bb2ff7ac,0x9765b132fc2c6b8ba1df83a3e2f3dcdf0ab8d6ce
71,0xa12ea6cc4d58e04b90a03d43694dee4bfb334db6,0x28196d512d8288c6d36ec8b327f786c7395bf6bd
72,0xa856a5831e32d8a2af8bd3875f43634ce7232a50,0x891d215e987299906cf2cfc3a549dc90d6ccf487
73,0x7a814f207e3c9eac88ea3684475afbedfb533aba,0x287e60761094659626dae0cedc21db8d63dea3f8
74,0xb00ae7b9219f8c25387dd67d6eb08c23b55d0283,0x36cfcac4847f048d4271ed7ec58d8323701e4a52
75,0x528fd2475c7eaad39559035ebb24dbce95e6008d,0xcb4e488861abf652c08607e474690bf220f46b70
76,0xad2b2f10edeac77525323a914e584aa4bb56be95,0x927495f329ab083e6cff350d6e9d8652d76f90f7
77,0xca07a3775969b94eb22d40fedd5a469b3776e25e,0x950f981e507c303b9d2735509615bd81e4192da0
78,0x3335fc0a6a08df4db428e63deba680f97183b47b,0x654a4fa483dcb24994451a5a7b9a8e9b799a2955
79,0x7610f320d916e4b991e96be0d9f7c41ee8ad66bc,0x6ebd3f3a7ff3934f29884f31d6ba5b5c8048b268
80,0x8e19fb5a4ba6609a7a342e2e0972bcda0409fb6b,0xe75ee7ad4a6bb4f382b3bd5f10aee2165feadfc1
81,0xb04f4f798ca823027f2b816a8bd1ba1248a5f5fa,0x3b017264d7c732c03a4e84228d57cf3f0d1e733c
82,0x61c2eaa4571db5dc79a031ff954be93de2b22966,0x230b6e07a11f525ea65f62c733004988fcb14da8
83,0xb1958f1447368f9c8d27b4f046b44f92cc02a068,0xf763fb065febf303dfb58fc96beafa5b5a5f7fd9
84,0x784e7e59778aa569eced97c678955d2629fec793,0x5b717753cedbb2b48da562c3b460ecc1311817b4
85,0xc5ffd8ce8c6dff73d84da6354b7b25a9dd749f74,0xf4c9564e5e464ca45d67e2e9b0b6241639420d65
86,0x8ba90dd4b838f488acdc3a805b0aa1bbb4e9307c,0xbf7e8e64898228a90cd84c21aa6e54a3b0675520
87,0x7750b8c9bf56a9b4b4e2d6b93d52f2efe08a21e4,0x24e1be5768ee41d40479a2f76a61fb7cfd5ef42f
88,0xd86d93d63f20ce38af7c61818561a59f0ef4ac46,0x68126a7422fc543e7c6418f8369d8d76c0f7dd60
89,0x71b83eae456dc4c2fae6b0a5b211ebcb735c339c,0xdc00525a9ff45f57df9e323942b17c563b0f45bc
90,0x2e00236f2a8789d68e2326edfe584e9b6585e742,0xed8083fc00e830013934e88d2ce41201ee12ab90
91,0x0c52b12c2a13d190ba26e830196235a25fa66a60,0x794a9219571fcc8395c304320cd6814ebc0713ca
92,0xaaf1ca170b123fb589bec4a479b80cb1c5cfd5d2,0x37617c006092dc60bd23872fe0773f3b45231d7f
93,0xbc954e478be50f539d38f39dea866bd49c900000,0xfec8336180ac69387f8b92757476c2c78c310086
94,0x21aa86b3ec4dba5d38c8bc7f5d8466bded4a44c5,0x25413da6efd9b96cbdcad45e4e876c04daaada17
95,0xd70e4733bac312058749f491be0a51487dc05828,0x813c59776d4f0191cd73ddeb8763a075ad08d4a2
96,0x1b5b5cb4fb73f79fc992246ee37c73315401fa17,0xff7578ca33d49f2239f0964820e55bed7d44e339
97,0x0cc8a7b2f3442b44ad6c518ec3a323249e48e89f,0x054e21ebac9982c53ac836328b3971448d70cc06
98,0xd5f4ab8643e022fff968359197b5bdaf9e4c4a5f,0xf37eca79a61f603a438d45ecdeaf0b297b77b5fd
99,0x246db4c1c3a43b60b8dd5eab39150ce964dabddf,0x32907ad577653ccb7763a30d28fd087d3163e554
100,0x49c6554f20e92efab8cfd6154e1f25f1277d0faf,0x4540901a4692aab07c9733eae0f80a2874f3bc8d
101,0xa287b8baf58199ade2461ca2122315fbc26583a2,0x1f1cf8e2b2dc666c28a1668bfa97b40511923512
102,0x834d55d725a276da994f244d3502d3e8df903aaa,0x9c8954387b1246b1e39d9948916ad507cd4ca1fb
103,0x2a5346c944ea3971553fc75032c40af097fb55e0,0x46e06e64e5aa4f3b7a9d8d8a98e168eef7496180
104,0x7cae5a2260d15ddba9819240d7f78fd493ed872a,0x76a49a045d9a7f1921f0a780895d458d5d02bf3c
105,0xdb844078b1e0752a43756899cd1cf459b35ecaca,0x2cf14a41edcb1d67c42cd95d147d1585feb2f99d
106,0x713526601b806f4a89758de9232a709af8179a0a,0x13d1efc773c280731b7f8c37a739e187846f47f8
107,0x4bcff8c7c251fe16a328904ce27286464b3fab75,0x55097b6303245bea487deb3cebdc0ac051a74080
108,0x0a76c5d86d3589bcabc216b6ac539da258bccfff,0xe0d1e80657a06f849ee954235e059d4516e22613
109,0x38d9df2838ba2ceaced820266340be68d225864f,0x313bdba23e4c8b71311ba635deccb9f30d4fd7ce
110,0xa1ed0fa4de6b2dd2d05162b10d434747e01d7d45,0xe1fd8f5797f337f37db6470b27a4bb07c79d3d41
111,0xc453f6607d1de1ad523e46b99ad0f7ba73718ec7,0x502b618ea13ebbdf5d611eb548c5d31935b3ed59
112,0xa20dc8e6caf2b3bfbc0303224b35892ae4781e7b,0xa6e7522b9a170f8d65d4999cc8d06ff55e4480c3
113,0x8f50d1abb8334f1d8e15170670267fae0c5f8d4d,0x67fa64d718b6c2d50d0668ef905b3eac70ac9e48
114,0x9495dc8d277a44fffc8f128f6cb93f2f3c6f33dd,0x9a8d1b015235b81caac2cdd6cc7064e330ace51c
115,0x401ff8912b3261bed425cddea989ea8b3c756c32,0x61de3f4a277c5737a40aa419faca45fb6621e7a1
116,0x4cdeebb97a8576e45b7652212c74dbdbd44c49c8,0x336d112689eb438e285e5ccf92085731ec301894
117,0xbae7269ba2be4c49b1e41a2facd6b169e1147bb7,0x0a00712247301cc93233dec2820f676bc96ab263
118,0x0bc48a5f159b02eb64147befda9b6232fd15a38c,0x544303c515a309c3604b6d25e45e959fd1ddef75
119,0xae6d6e9b7bac0d639bd9771ee4c585a0801d1458,0x8b54f02e94d7c6403ec4a40a2c2ab112b385b3ab
120,0x99c1e2e6408190705b7a948a3bcdecc673f91114,0x9ed9f7a4009f4e593d6e0eed1ad58b7b2674f3bb
121,0xf7d2d01e543fb30c8c7428c22cea904d3978c3c8,0xce495fce04b16bc1a3ac14f4be65ce39eef27412
122,0x76be52fd69e626201ddae454a727114e684a884e,0xa1f98d2ab9b530cf8fa810cc21a84b9d1587c067
123,0x3dc7dcae2858364ab41e626553f7a73adc341713,0xaa3a4bd08d3fea2bf6d8735560c0bcd2b16565f0
124,0xa9b28cafe87e61ef761ccae1ba45f213865430f0,0x4eb443742dbec0b4b6db91e1f17384e23d0c2bb1
125,0xfef48131db8cf99d474317f09963a614caeb5ca1,0x61c35acd5c5cf19336377f52b71d45c81f2e11b4
126,0xdb0f4895584765dbe69ee278ec89d54c06eb7be9,0x520b555f79eb882aefcd327706f13ae5714c92a6
127,0x5f8069246e8f5cc89fd57b11c479edc31df8d578,0xfb02f0118ac62cdff5b0e3053b8ddd0291d5cdf4
128,0xca00e0cf1224e13a86f81f730d056769eadea879,0xce363925b2a4151009df7c533a425eeb8f9af3d0
129,0x2d62153bb1ae51a8f01ceee1a287c4e20ed5cd59,0xf7932445ee1f2c2c5b25c168910c8c34f7d8e3bf
130,0xa1682eb0bb13d04602e952c98173ffb5ff190554,0xeb6ae598f84815e347d61b16cd4c83867f5d3406
131,0x6830e898b9eec73ab5fb0d103204f893c1bde156,0xdab530a84b709c94872671a14e24f52ec246f4fc
132,0x2de6c339e66f15d4a56d75c6af64f5ce4b7e725f,0x801f009b97a2a31fe75824f8e3dd25ee8452c678
133,0xc16527ecfb9a5ce4d5459c6e46aa260c0dda25fd,0x1714a7cf9166eaf531d784c8d947748ae8b7bee5
134,0x536c0369384efc9c7e44cbeefda50b78610f81df,0x8efb9631f930ae3c50b2ee985b91307afae4f023
135,0x4e613bc3929d77453118a3ceb5c95b784ada8a95,0x61bbb362315e60ce12556810333edc5ddcf9ec11
136,0x9f17dfe692642b7ef1898c00f08e62aeac27d0c9,0x502d661c024d9935cb8ca91c28216c23c7c29a3b
137,0x5525e08be7e88e69a26972b46816f37668387933,0x942054f145c53e6557e9cfacf9aa44bea5e0f24d
138,0x91230e816514bd582d571d73dc28b234cd500e4f,0xf6fdf36d64f5fa09a6207894021bfd182c3a206d
139,0x092d08933f05489da4e3c2a6cd29d8e9c9fcf038,0x80ba9de5d8e477022345ec3230ce53eca756041c
140,0x9e169106d1d406f3d51750835e01e8a34c265957,0xc6cbe88c5be9dcd8db46dcce5063166e1eec31dd
141,0x2ba958931e5154b224f78e3b26c813d375c3f5f9,0x45b23059e60d58c8a9a1c9f4be7687afcadefe9b
142,0x1b5ebc932f2ea4f3c89441223bccbe35a73a4f98,0xd9f275a9e4c0e3fd9612c8211a3d2e4f8292667f
143,0x79d865bc3858b5abb2b5439be2be9a25cea54f4c,0x4ec8ee062c435a9c8db12e2ab020a875ab94dae3
144,0x0a657f9361b470968af61277c9d18e733f0aa7a0,0x847804f9f76441476a20aca439318e5f079aeb29
145,0xaedde7213e444db9d80ac3828abdc059390754dd,0x2266afb2d49e24833f5852ee2a1473e9979d0780
146,0xfb8b6bfb106ac92c24930e3489a4dad00a7526e4,0x29375a117968f21c737725bd5b4194ec13ce8460
147,0x786117cc21311e225090b1ebbc75ad3d5193d674,0x88c632d5376025c12a42acefbac85ae11f11e4a4
148,0x787275cdf91c0e80266fa0c06c3add4019d935de,0x7f7024aff45da6f6751ac2ef91f6cf32bd27fee6
149,0x140d2675a9e1683b8c46912141676e5febcc026b,0x83c7c0e3576467d88e6e6a9fa2f95687874e4ec3
150,0xab0b2b7b31f9534f9c6677ff558ef18a9407738f,0x62a886b14f9702494025cc6f1811ee544ece86ce
151,0x17d004855b862db2149dba21214be3a40bc723e1,0x3aa88459666f431383339e38339a2eabae6ccf20
152,0x37a7c9fc8cab5299aa5e17a776c8ae0d91b56515,0x5ebf348c20d4bafa0ec8f5bac79849e8fd40cf25
153,0xede487f1a702abef6c61130a9fcd32bce9301c76,0x39347779071ebdbad44b58e207894d08ef2bde01
154,0xa9740458ed02200d960ab81be52d571c2ed06a95,0x450e97166ede65caf8e69e086724931852f230c2
155,0x3200b5a0782730f2e49757b786baabe3476188c8,0xbb427c90c224fa780c8414a585b074430f4f907e
156,0xe1f59b0f81515d922895b158b35e2296372d2f08,0xdbc9910c8ed35628c31247ca5aae64620fc52426
157,0x61bd3d630b3c084341c347027e7a40178f8dac1b,0xa7a73ff390b2052cd008ac4f100b857ed53bcc28
158,0xa67750d910f409abbf5d1b41685d84fbf3696ca8,0xaaa116d37a138ed29ebfd536d41bb9c204edee32
159,0xb15adc6e24d7704be1154dda4796ee61cb91aafd,0xc1ab4ffedc5bbb4e0a940b7724661b9b0a9c0c8d
160,0x5838c91ffcdf3460bbe276bbbd436b42744b1cb1,0x772eda261210e27ba39b53bc44da543c6d73979e
161,0x988442fb85a993f6eb34aa38aa37c426d5503308,0xdb291e945af348e39ddfc0768cfc72caeaf2be28
162,0x60018f0e42650a59e6bbc2cd3c3e796cb0e938ff,0x684de1f85afec415a37137ad091f2421b73134d1
163,0x94365bf489b5ba73dfc6629e5b7c2d4684b6544b,0x4d6e0544faca3ecb6473147a1a8c7d9bf77c8613
164,0xc3d74807b9eb4165c41b5bf69dc30081939a687a,0x120f189b71d4a71ff77148904bc8c2146c9dd7bb
165,0xe88161f3231c8f7fe845f6acab0c1da94201e4cd,0xd9c9b97eae97cb48c63891bce510a86071e079b7
166,0x6bd2baaf3c9001d56cf842efb3bfce93c2a89f7f,0x0b3181786fe6ee88f2d27ee3a9ebd51c1318abfa
167,0x53ec1d3815e7bc5731581d6be936b02d9b4ad709,0x6833c55ef4abf21044fdcc94db963e5c109c2f5a
168,0x4df05f6f5ae3a3d4fa1a5206bca7ff6fe819c782,0xc228cfb4a82bdc2f513ce6a371d25939b8c11ddc
169,0x7257d412be4cbb1b3dfe59e8777925ccf9473f9c,0xbfb636ebe7544a1a9ad6210298a6067cb232fa93
170,0x5c1dc07b453b395790023af19d32f98a7308b1b4,0x3c9388c83ee6ff1f4cc8273899ed1054b8118d98
171,0x20f84a8a450a7a7726d4251dee296b727964b9a8,0x839b167b0761dcf42ebd748d063c346e2782af04
172,0xe286ed167a620993cfa3fc2197a0b7a561867395,0xc57f644cf1ac1cd711d6c64e626936ba07d920d2
173,0x4836f00e3521f8101bdb0b081bd03085d1b9f14a,0xec09a6ac1f00b24d071d56a5d8c10f9347ae8b43
174,0x6db934d117ba586296b0ded2cf96ffc17ae44d52,0x33c2029bc4543bc20ee15b416cbea9e0fad8488a
175,0xff1860458008c4f9c9eddab1445fcd7c3338920e,0x9914031a18099a264b5fd02fa0223b12e6ae9795
176,0xc90478bb2d409581d35f745b7de116c988f43822,0x7a6d367014702a4f52d4f8448c0893b8c7043030
177,0xce57b8091e9de45989da41ee9fc44981d64be567,0x6b34bc9a445e29120b56f12ef09c0de8f72bbc94
178,0x57c4195c0e07e8a37b58b52ef9d57d1adcf8e71e,0xeb5fcb296e4c5305108e74658849cc5c2400bc0e
179,0x14b789fa2c99513a6a47214349dd8e215d06db56,0xf4848310f2f3ba08b7aa73e0133cafa17ea93349
180,0xe48ca98446341b0e7f4984466656760f2902680c,0x43d0274c8d2245b27b527177d1d17f4723ed2eb2
181,0xfc33679bf732349a02258200c9b3b7894dbfc705,0x74a426a96f3212d0bd874382e3d7f1cd466735b2
182,0xc8dc6da781097a2be9854f69faed10e087da8ad3,0x4471996631189eb4385946b3f1bd912f23e872c6
183,0x3340f1472cf2e07147213f15e51b966409073f48,0x97897d6cbfe641c49025364c8bc70e2b6bbeec1f
184,0x4ee92bbad01edb26e12b4f5092de7350ebc702fb,0x9021fd25c0a7b2e451c7cd873dfcbde485b07670
185,0x59d0f70fd321b4ada6598bc7bd898bcfc723e958,0x6d15b1df181fcefd052094d2ecc2d3fdcc898e84
186,0xac0b9bd2afaf3c1244358baa979f6e48df1f3729,0x65e3b8389a9093914a4ed4901d2bce539f3e32de
187,0xdf46b35230f07ab81b58fce4c978a5e07266f5d8,0x4441898dd29f99692f8ecab5fcc40d564fce6999
188,0xf6edea71b515b85938b353eb8c750d2a51af7697,0x639e43f5b44b3c1e8c841cb28d942437337c5c89
189,0x084d6def8c75d445792c28cb1764e581ae21cc69,0x071859b119efc12e5648cb11bd7732da789c5e4d
190,0x5e39d183058433010c4aa140b2d62f1d1403b352,0x45cd03b58ac13ce02e4bb75a522682823067b269
191,0xf3f320ba07af4d0ec6a64ae73c13ed024130db84,0x1d65245d11fb3e61679bbb2e24bb30d6d346527d
192,0x4c731e6ffd4c7f0f53c410e0eef40ce3f3438922,0x1edbc363095afc3a630477f95d99186b3f33563c
193,0xee036a4d94b93e053f923312b217cf44592e9a11,0xd619132654dfcb3aeb8f1128c2387f20dfc98938
194,0xfd53eda67bad363230e6ee503f79f351b543c5f1,0xdc573edfb830818141ab0dca27348395c4368dd6
195,0xf5d3dca1d4cc5f21f8df1a96d7b852f7c61ab435,0x4b76ce274d7a017c08a52a36ea2c2ab2b4fce039
196,0x1aa6f6ee511ddbeadc2f64e02a332a7eada80aec,0x753254182d25902f56c9909426d388db0c21db21
197,0x6bae9f35a279b4b3f3a44469254f513843bbda55,0xe55b481bd6b543ffd9966a632efcb9d35bf44079
198,0x8fb85df241af827d02fa2d9306d56b70de6ed46b,0x79642e3bc2f676570387a2f9ea7f4bfabd494a01
199,0x72ec248663eec1977908b42a2c5bbc3d49ec9329,0xf9b2d1294d5ca6d22b4488afba815f8322899547
200,0x23745e90a24348cd0c6dd78fed73cb0a049c90b0,0xc3548d0caa4e3db27d9ae5901bc31243d4aed961
201,0x071b019e3c649fccea7a7d426f6525fe4a4d7687,0xf72683de8b1410da5e7ec6332c6ca03a4fe90228
202,0xb825d67d128c0c2639c6a22ec768a2272b8d71c8,0x7c46233f9ef212fad0b20fede123b70fc48a7944
203,0x2c41fa1b80c1d4d46b3f4e3dfee6ec7380e58dac,0xd9d2a100f5aa184cfc6cbe1911ae7f0433de3e63
204,0x50ef2a3ceb1850643612c39d54c202a45c6e5807,0x415a7ba63cb7ff09232f46a3d5c6c8d514df150a
205,0xd4ad4f16eb0ee117e8d13a81cf8915c7ceff0597,0x425286eb8e36ef668b0edad60100a487e4642c29
206,0xe16f06518e80eafa91cc01d5b20dc373e145cdd3,0xf31f63cba8a98f4bb457f4fd348218bf7e20a962
207,0xd101319cb8aa43540df90bd40c9ecf9d24e72c4a,0x1a154765406c37540ad63cb4726f875bb00bcd25
208,0xbeb83af3f2f2b9f19e09cd68c407129c4efb309f,0x69bdb67ad95202732b7dca31183a0fdc59b0cc71
209,0x898c833a98eb69b0d858f179022da4810093a817,0x378d625351be4d834e062d285ac61175c142e7b4
210,0xc54b021021cf0c57bd671fe29442c2465870e8da,0xa809541aa4a40c3b2da759132eb7279cd221211c
211,0xe22b5079bb5b542e10031a924385b6fd645967b3,0x4982abc716e269d58d6f4fb843442ef559b23748
212,0x61e6db66e49168904f32a458eebf7cb30b41b4ff,0xf1c8170498537be24225273cba32e53baff65551
213,0x62244ad35fd2ba9f1e03c483e038fc2d68873415,0x662710167b12f70a0d3241bf66e1c673a69ba8b2
214,0x444099216f2a99ec5be9ac5e2eb5dc799417c4af,0x86822442cce620ade2813bbb554773d639b2e23a
215,0x3f41211336e1a176d25c2d755b878db886146564,0xeeb454f54416160f3834f8a924761e000e604203
216,0x34c76cb5e89dae876459fcb9d72a8e130a58e1a2,0xb70c5b98750406ba0fcc57a7195e32da2cd853cf
217,0xfb71a55e7bd0212737b9426ba5b2fda63999a69b,0x3a8e108b949dfa521a09cddbae82e13bb25e2c24
218,0xb05fc33937fee96fdec60ea12f8c8ca43bfb6a80,0x57866c696346116ad231676178af434dfd604d82
219,0x6f6dea73aee159bde1145e44a20d0467f639f184,0x3d834d7a50fc51ad152b77d9fc4b1ad83c3323ad
220,0x941619e1f6dd6d730c34332802aa03981c97c8b2,0x2dcba387ab269e818e7a847b7ab396e15ca887a0
221,0x619488e63f674bf7b420ffe43587348859d3ce94,0xffd3b71425367edb5cb814c0ed282dbf1298cdd8
222,0x4ee285ce1c10759eed381dcfae42fd48602419ce,0x83aa08a79e489565aba46ca4c922f2484747e9ca
223,0x99e90872a4f520b4c66840b3cf67125981b1f930,0xefc6f729a63922beaf34fbe3d0ad70cebbfdabe7
224,0x33fad0bc07dd2fa13c1a575c69e6798b40cce8af,0xbbfb67dbe3153ae6024d73456679d50f7e412b31
225,0x57c5f7f68a392b36156d7f9fc3a9bf9530590dea,0xf6230d7c3f6bfa598d500a713586e3eebb99d3f0
226,0xc2ae7c454cd2f79610b0cd750daa0a5086d22721,0x8320383672a079658e284f27c27863b65d622eaa
227,0x9ee2a414aca4474dec844b3b4b5291765b744715,0xf51abc3cf9d76357b39175d6c6f5729e686b3d8b
228,0x02c90a2f0c48429e6f850eb562f0a7f58b24a926,0x5ef3aa0638ae57e6850673f9d953e028051519eb
229,0x17ad69955b1f0d9fb4522a5f31849ccfd6535c89,0x8bd65fd868bd648bf2a919205607012c6c67b96c
230,0x585c8854ad9613de9bac25a1cc52e9b13fe156d2,0x7d2907db6f16cddd1a30f33a12dffc3ab934b5fd
231,0x9f438a5da0d8962a63ff053ec912598bdc92e842,0xc1a9a7563b6652738c6ff3358985ac447ce8570c
